_id,x,y,color
5fc17afe56d811342430642e,0,0,#f2d9ea
5fc17afe56d8113424306438,10,0,#ebc1fb
5fc17afe56d8113424306439,11,0,#ebc1fb
5fc17afe56d811342430643a,12,0,#ebc1fb
5fc17afe56d811342430643b,13,0,#ebc1fb
5fc17afe56d811342430643c,14,0,#ebc1fb
5fc17afe56d811342430643d,15,0,#ebc1fb
5fc17afe56d811342430643e,16,0,#ebc1fb
5fc17afe56d811342430643f,17,0,#ebc1fb
5fc17afe56d8113424306440,18,0,#ebc1fb
5fc17afe56d8113424306441,19,0,#e1abf7
5fc17afe56d8113424306442,20,0,#e1abf7
5fc17afe56d8113424306443,21,0,#e49eff
5fc17afe56d8113424306444,22,0,#e49eff
5fc17afe56d8113424306445,23,0,#a860c3
5fc17afe56d8113424306446,24,0,#e9adff
5fc17afe56d8113424306447,25,0,#e9adff
5fc17afe56d8113424306448,26,0,#efc2ff
5fc17afe56d8113424306449,27,0,#f4d6ff
5fc17afe56d811342430644a,28,0,#f4d6ff
5fc17afe56d811342430644b,29,0,#e5c7f5
5fc17afe56d811342430644c,30,0,#e5c7f5
5fc17afe56d811342430644d,31,0,#e5c7f5
5fc17afe56d811342430644e,32,0,#eac5f7
5fc17afe56d811342430644f,33,0,#eac5f7
5fc17afe56d8113424306450,34,0,#a862c3
5fc17afe56d8113424306451,35,0,#e6b1fb
5fc17afe56d8113424306452,36,0,#e6b1fb
5fc17afe56d8113424306453,37,0,#f1ccff
5fc17afe56d8113424306454,38,0,#f3d8fd
5fc17afe56d8113424306455,39,0,#f3d8fd
5fc17afe56d8113424306456,40,0,#a862c3
5fc17afe56d8113424306457,41,0,#a862c3
5fc17afe56d8113424306458,42,0,#a862c3
5fc17afe56d8113424306459,43,0,#f3d6ff
5fc17afe56d811342430645a,44,0,#f3d6ff
5fc17afe56d811342430645b,45,0,#a862c3
5fc17afe56d811342430645c,46,0,#f8e5ff
5fc17afe56d811342430645d,47,0,#f8e5ff
5fc17afe56d811342430645e,48,0,#ffffff
5fc17afe56d811342430645f,49,0,#ffffff
5fc17afe56d8113424306460,50,0,#ffffff
5fc17afe56d8113424306461,51,0,#ffffff
5fc17afe56d8113424306462,52,0,#ffffff
5fc17afe56d8113424306463,53,0,#ffffff
5fc17afe56d8113424306464,54,0,#ffffff
5fc17afe56d8113424306465,55,0,#ffffff
5fc17afe56d8113424306466,56,0,#ffffff
5fc17afe56d8113424306467,57,0,#ffffff
5fc17afe56d8113424306468,58,0,#ffffff
5fc17afe56d8113424306469,59,0,#ffffff
5fc17afe56d811342430646a,60,0,#ffffff
5fc17afe56d811342430646b,61,0,#ffffff
5fc17afe56d811342430646c,62,0,#ffffff
5fc17afe56d811342430646d,63,0,#ffffff
5fc17afe56d811342430646e,64,0,#ffffff
5fc17afe56d811342430646f,65,0,#ffffff
5fc17afe56d8113424306470,66,0,#ffffff
5fc17afe56d8113424306471,67,0,#ffffff
5fc17afe56d8113424306472,68,0,#ffffff
5fc17afe56d8113424306473,69,0,#ffffff
5fc17afe56d8113424306474,70,0,#ffffff
5fc17afe56d8113424306475,71,0,#ffffff
5fc17afe56d8113424306476,72,0,#ffffff
5fc17afe56d8113424306477,73,0,#ffffff
5fc17afe56d8113424306478,74,0,#ffffff
5fc17afe56d8113424306479,75,0,#ffffff
5fc17afe56d811342430647a,76,0,#ffffff
5fc17afe56d811342430647b,77,0,#ffffff
5fc17afe56d811342430647c,78,0,#ffffff
5fc17afe56d811342430647d,79,0,#ffffff
5fc17afe56d811342430647e,80,0,#ffffff
5fc17afe56d811342430647f,81,0,#ffffff
5fc17afe56d8113424306480,82,0,#ffffff
5fc17afe56d8113424306481,83,0,#ffffff
5fc17afe56d8113424306482,84,0,#ffffff
5fc17afe56d8113424306483,85,0,#ffffff
5fc17afe56d8113424306484,86,0,#ffffff
5fc17afe56d8113424306485,87,0,#ffffff
5fc17afe56d8113424306486,88,0,#ffffff
5fc17afe56d8113424306487,89,0,#ffffff
5fc17afe56d8113424306488,90,0,#ffffff
5fc17afe56d8113424306489,91,0,#ffffff
5fc17afe56d811342430648a,92,0,#ffffff
5fc17afe56d811342430648b,93,0,#ffffff
5fc17afe56d811342430648c,94,0,#ffffff
5fc17afe56d811342430648d,95,0,#ffffff
5fc17afe56d811342430648e,96,0,#ffffff
5fc17afe56d811342430648f,97,0,#ffffff
5fc17afe56d8113424306490,98,0,#ffffff
5fc17afe56d8113424306491,99,0,#ffffff
5fc17afe56d8113424306492,100,0,#25f906
5fc17afe56d8113424306493,0,1,#f8e5ff
5fc17afe56d8113424306494,1,1,#f8e5ff
5fc17afe56d8113424306495,2,1,#f8e5ff
5fc17afe56d8113424306496,3,1,#f5dbff
5fc17afe56d8113424306497,4,1,#f5dbff
5fc17afe56d8113424306498,5,1,#a862c3
5fc17afe56d8113424306499,6,1,#f2dafb
5fc17afe56d811342430649a,7,1,#efd0fb
5fc17afe56d811342430649b,8,1,#a862c3
5fc17afe56d811342430649c,9,1,#e9c5f7
5fc17afe56d811342430649d,10,1,#e9c5f7
5fc17afe56d811342430649e,11,1,#e9c5f7
5fc17afe56d811342430649f,12,1,#e9c5f7
5fc17afe56d81134243064a0,13,1,#e9c5f7
5fc17afe56d81134243064a1,14,1,#e9c5f7
5fc17afe56d81134243064a2,15,1,#e9c5f7
5fc17afe56d81134243064a3,16,1,#e9c5f7
5fc17afe56d81134243064a4,17,1,#e9c5f7
5fc17afe56d81134243064a5,18,1,#e9c5f7
5fc17afe56d81134243064a6,19,1,#e9bcfb
5fc17afe56d81134243064a7,20,1,#e9bcfb
5fc17afe56d81134243064a8,21,1,#e9bcfb
5fc17afe56d81134243064a9,22,1,#e2abf7
5fc17afe56d81134243064aa,23,1,#a862c3
5fc17afe56d81134243064ab,24,1,#efc7ff
5fc17afe56d81134243064ac,25,1,#efc7ff
5fc17afe56d81134243064ad,26,1,#efc7ff
5fc17afe56d81134243064ae,27,1,#f3d6ff
5fc17afe56d81134243064af,28,1,#f3d6ff
5fc17afe56d81134243064b0,29,1,#edc2ff
5fc17afe56d81134243064b1,30,1,#edc2ff
5fc17afe56d81134243064b2,31,1,#edc2ff
5fc17afe56d81134243064b3,32,1,#edc2ff
5fc17afe56d81134243064b4,33,1,#a862c3
5fc17afe56d81134243064b5,34,1,#a862c3
5fc17afe56d81134243064b6,35,1,#a862c3
5fc17afe56d81134243064b7,36,1,#e7b9f9
5fc17afe56d81134243064b8,37,1,#f0d5fb
5fc17afe56d81134243064b9,38,1,#f0d5fb
5fc17afe56d81134243064ba,39,1,#f0d5fb
5fc17afe56d81134243064bb,40,1,#f4ddfd
5fc17afe56d81134243064bc,41,1,#f4ddfd
5fc17afe56d81134243064bd,42,1,#a862c3
5fc17afe56d81134243064be,43,1,#a862c3
5fc17afe56d81134243064bf,44,1,#a862c3
5fc17afe56d81134243064c0,45,1,#a862c3
5fc17afe56d81134243064c1,46,1,#ffffff
5fc17afe56d81134243064c2,47,1,#ffffff
5fc17afe56d81134243064c3,48,1,#ffffff
5fc17afe56d81134243064c4,49,1,#ffffff
5fc17afe56d81134243064c5,50,1,#ffffff
5fc17afe56d81134243064c6,51,1,#ffffff
5fc17afe56d81134243064c7,52,1,#ffffff
5fc17afe56d81134243064c8,53,1,#ffffff
5fc17afe56d81134243064c9,54,1,#ffffff
5fc17afe56d81134243064ca,55,1,#ffffff
5fc17afe56d81134243064cb,56,1,#ffffff
5fc17afe56d81134243064cc,57,1,#ffffff
5fc17afe56d81134243064cd,58,1,#ffffff
5fc17afe56d81134243064ce,59,1,#ffffff
5fc17afe56d81134243064cf,60,1,#ffffff
5fc17afe56d81134243064d0,61,1,#ffffff
5fc17afe56d81134243064d1,62,1,#ffffff
5fc17afe56d81134243064d2,63,1,#ffffff
5fc17afe56d81134243064d3,64,1,#ffffff
5fc17afe56d81134243064d4,65,1,#ffffff
5fc17afe56d81134243064d5,66,1,#ffffff
5fc17afe56d81134243064d6,67,1,#ffffff
5fc17afe56d81134243064d7,68,1,#ffffff
5fc17afe56d81134243064d8,69,1,#ffffff
5fc17afe56d81134243064d9,70,1,#ffffff
5fc17afe56d81134243064da,71,1,#ffffff
5fc17afe56d81134243064db,72,1,#ffffff
5fc17afe56d81134243064dc,73,1,#ffffff
5fc17afe56d81134243064dd,74,1,#ffffff
5fc17afe56d81134243064de,75,1,#ffffff
5fc17afe56d81134243064df,76,1,#ffffff
5fc17afe56d81134243064e0,77,1,#ffffff
5fc17afe56d81134243064e1,78,1,#ffffff
5fc17afe56d81134243064e2,79,1,#ffffff
5fc17afe56d81134243064e3,80,1,#ffffff
5fc17afe56d81134243064e4,81,1,#ffffff
