_id,id,stat,data.x,data.y,data.color
5fc234b19b4fbb2f907716e2,103,true,15,1,#e9c5f7
5fc234b79b4fbb2f907716e3,104,true,16,1,#e9c5f7
5fc234bd9b4fbb2f907716e4,105,true,17,1,#e9c5f7
5fc234c39b4fbb2f907716e5,106,true,18,1,#e9c5f7
5fc234ce9b4fbb2f907716e6,107,true,19,1,#e9bcfb
5fc234d89b4fbb2f907716e7,108,true,20,1,#e9bcfb
5fc234de9b4fbb2f907716e8,109,true,21,1,#e9bcfb
5fc234e49b4fbb2f907716e9,110,true,22,1,#e2abf7
5fc234f59b4fbb2f907716ea,111,true,23,1,#a862c3
5fc235289b4fbb2f907716eb,112,true,24,1,#efc7ff
5fc2352e9b4fbb2f907716ec,113,true,25,1,#efc7ff
5fc235349b4fbb2f907716ed,114,true,26,1,#efc7ff
5fc2353b9b4fbb2f907716ee,115,true,27,1,#f3d6ff
5fc235459b4fbb2f907716ef,116,true,28,1,#f3d6ff
5fc2354f9b4fbb2f907716f0,117,true,29,1,#edc2ff
5fc235569b4fbb2f907716f1,118,true,30,1,#edc2ff
5fc2355d9b4fbb2f907716f2,119,true,31,1,#edc2ff
5fc235639b4fbb2f907716f3,120,true,32,1,#edc2ff
5fc235759b4fbb2f907716f4,121,true,33,1,#a862c3
5fc235829b4fbb2f907716f5,122,true,34,1,#a862c3
5fc235879b4fbb2f907716f6,123,true,35,1,#a862c3
5fc235a19b4fbb2f907716f7,124,true,36,1,#e7b9f9
5fc235a89b4fbb2f907716f8,125,true,37,1,#e7b9f9
5fc235bb9b4fbb2f907716f9,126,true,37,1,#f0d5fb
5fc235c29b4fbb2f907716fa,127,true,38,1,#f0d5fb
5fc235c89b4fbb2f907716fb,128,true,39,1,#f0d5fb
5fc235d19b4fbb2f907716fc,129,true,40,1,#f4ddfd
5fc235d79b4fbb2f907716fd,130,true,41,1,#f4ddfd
5fc235f39b4fbb2f907716fe,131,true,42,1,#a862c3
5fc235f99b4fbb2f907716ff,132,true,42,0,#a862c3
5fc236049b4fbb2f90771700,133,true,43,0,#f3d6ff
5fc2360a9b4fbb2f90771701,134,true,44,0,#f3d6ff
5fc2361b9b4fbb2f90771702,135,true,45,0,#a862c3
5fc236289b4fbb2f90771703,136,true,43,1,#a862c3
5fc2362e9b4fbb2f90771704,137,true,44,1,#a862c3
5fc236339b4fbb2f90771705,138,true,45,1,#a862c3
5fc236559b4fbb2f90771706,139,true,0,2,#e9c5f7
5fc2365a9b4fbb2f90771707,140,true,0,2,#f0d5fb
5fc236619b4fbb2f90771708,141,true,1,2,#f0d5fb
5fc236679b4fbb2f90771709,142,true,2,2,#f0d5fb
5fc236709b4fbb2f9077170a,143,true,3,2,#f0d5fb
5fc236799b4fbb2f9077170b,144,true,4,2,#f0d5fb
5fc2369c9b4fbb2f9077170c,145,true,5,2,#a862c3
5fc236a59b4fbb2f9077170d,146,true,8,2,#a862c3
5fc236af9b4fbb2f9077170e,147,true,6,2,#eacaf7
5fc236b79b4fbb2f9077170f,148,true,7,2,#eacaf7
5fc236c49b4fbb2f90771710,149,true,9,2,#e9c5f7
5fc236ca9b4fbb2f90771711,150,true,10,2,#e9c5f7
5fc236d09b4fbb2f90771712,151,true,11,2,#e9c5f7
5fc236d59b4fbb2f90771713,152,true,12,2,#e9c5f7
5fc236dd9b4fbb2f90771714,153,true,13,2,#e9c5f7
5fc236e49b4fbb2f90771715,154,true,14,2,#e9c5f7
5fc236ff9b4fbb2f90771716,155,true,15,2,#e9c5f7
5fc237059b4fbb2f90771717,156,true,16,2,#e9c5f7
5fc2370b9b4fbb2f90771718,157,true,17,2,#e9c5f7
5fc237149b4fbb2f90771719,158,true,18,2,#eec2ff
5fc2371a9b4fbb2f9077171a,159,true,19,2,#eec2ff
5fc237239b4fbb2f9077171b,160,true,20,2,#ebb8ff
5fc2372a9b4fbb2f9077171c,161,true,21,2,#ebb8ff
5fc237339b4fbb2f9077171d,162,true,22,2,#ebb8ff
5fc237459b4fbb2f9077171e,163,true,23,2,#a862c3
5fc237a89b4fbb2f9077171f,164,true,24,2,#efc8fe
5fc237b49b4fbb2f90771720,165,true,25,2,#efc8fe
5fc237be9b4fbb2f90771721,166,true,26,2,#f3d7fe
5fc237c49b4fbb2f90771722,167,true,27,2,#f3d7fe
5fc237cb9b4fbb2f90771723,168,true,28,2,#f3d7fe
5fc237d29b4fbb2f90771724,169,true,29,2,#f3d7fe
5fc237da9b4fbb2f90771725,170,true,30,2,#f1ccff
5fc237e19b4fbb2f90771726,171,true,31,2,#f1ccff
5fc237e79b4fbb2f90771727,172,true,32,2,#f1ccff
5fc237f69b4fbb2f90771728,173,true,33,2,#a862c3
5fc237fc9b4fbb2f90771729,174,true,34,2,#a862c3
5fc238069b4fbb2f9077172a,175,true,35,2,#a862c3
5fc238239b4fbb2f9077172b,176,true,36,2,#f0d5fb
5fc2382a9b4fbb2f9077172c,177,true,37,2,#f0d5fb
5fc238319b4fbb2f9077172d,178,true,38,2,#f0d5fb
5fc238399b4fbb2f9077172e,179,true,39,2,#f0d5fb
5fc238409b4fbb2f9077172f,180,true,40,2,#f0d5fb
5fc2384a9b4fbb2f90771730,181,true,41,2,#f6e0ff
5fc238579b4fbb2f90771731,182,true,42,2,#f3d6ff
5fc2385d9b4fbb2f90771732,183,true,43,2,#f3d6ff
5fc238639b4fbb2f90771733,184,true,44,2,#f3d6ff
5fc238799b4fbb2f90771734,185,true,45,2,#a862c3
5fc2388b9b4fbb2f90771735,186,true,45,3,#a862c3
5fc238989b4fbb2f90771736,187,true,45,5,#a862c3
5fc238e49b4fbb2f90771737,188,true,45,4,#a862c3
5fc2390b9b4fbb2f90771738,189,true,0,3,#f5dbff
5fc239139b4fbb2f90771739,190,true,1,3,#f5dbff
5fc239199b4fbb2f9077173a,191,true,2,3,#f5dbff
5fc2392a9b4fbb2f9077173b,192,true,3,3,#a862c3
5fc2394a9b4fbb2f9077173c,193,true,5,3,#a862c3
5fc239589b4fbb2f9077173d,194,true,8,3,#a862c3
5fc2395e9b4fbb2f9077173e,195,true,8,4,#a862c3
5fc239659b4fbb2f9077173f,196,true,8,5,#a862c3
5fc2396b9b4fbb2f90771740,197,true,8,6,#a862c3
5fc2397f9b4fbb2f90771741,198,true,8,7,#a862c3
5fc2398b9b4fbb2f90771742,199,true,5,7,#a862c3
5fc2399a9b4fbb2f90771743,200,true,4,7,#a862c3
5fc239a09b4fbb2f90771744,201,true,4,6,#a862c3
5fc239a79b4fbb2f90771745,202,true,4,5,#a862c3
5fc23a019b4fbb2f90771746,203,true,4,5,#a862c3
5fc23a099b4fbb2f90771747,204,true,4,4,#a862c3
5fc23a159b4fbb2f90771748,205,true,3,3,#f1ccff
5fc23a5a9b4fbb2f90771749,206,true,1,3,#a862c3
5fc23a609b4fbb2f9077174a,207,true,1,4,#a862c3
5fc23a689b4fbb2f9077174b,208,true,0,5,#a862c3
5fc23a709b4fbb2f9077174c,209,true,0,6,#a862c3
5fc23a769b4fbb2f9077174d,210,true,0,7,#a862c3
5fc23a7c9b4fbb2f9077174e,211,true,0,8,#a862c3
5fc23a8f9b4fbb2f9077174f,212,true,0,8,#a862c3
5fc23a989b4fbb2f90771750,213,true,0,9,#a862c3
5fc23a9e9b4fbb2f90771751,214,true,0,10,#a862c3
5fc23ae79b4fbb2f90771752,215,true,6,3,#e7bff7
5fc23aed9b4fbb2f90771753,216,true,7,3,#e7bff7
5fc23af39b4fbb2f90771754,217,true,9,3,#f3d6ff
5fc23af99b4fbb2f90771755,218,true,10,3,#f3d6ff
5fc23aff9b4fbb2f90771756,219,true,11,3,#f3d6ff
5fc23b059b4fbb2f90771757,220,true,12,3,#f3d6ff
5fc23b0a9b4fbb2f90771758,221,true,13,3,#f3d6ff
5fc23b119b4fbb2f90771759,222,true,14,3,#f3d6ff
5fc23b189b4fbb2f9077175a,223,true,15,3,#f3d6ff
5fc23b1f9b4fbb2f9077175b,224,true,16,3,#f3d6ff
5fc23b269b4fbb2f9077175c,225,true,17,3,#f3d6ff
5fc23b319b4fbb2f9077175d,226,true,17,3,#f0ccff
5fc23b379b4fbb2f9077175e,227,true,18,3,#f0ccff
5fc23b449b4fbb2f9077175f,228,true,19,3,#f0ccff
5fc23b529b4fbb2f90771760,229,true,19,3,#f0ccff
5fc23b589b4fbb2f90771761,230,true,20,3,#f0ccff
5fc23b709b4fbb2f90771762,231,true,21,3,#a862c3
5fc23b799b4fbb2f90771763,232,true,23,3,#a862c3
5fc23b7f9b4fbb2f90771764,233,true,23,4,#a862c3
5fc23b859b4fbb2f90771765,234,true,23,5,#a862c3
5fc23b8f9b4fbb2f90771766,235,true,21,3,#a862c3
5fc23b959b4fbb2f90771767,236,true,21,4,#a862c3
5fc23b9b9b4fbb2f90771768,237,true,21,5,#a862c3
5fc23ba39b4fbb2f90771769,238,true,22,6,#a862c3
5fc23ba89b4fbb2f9077176a,239,true,22,7,#a862c3
5fc23bb89b4fbb2f9077176b,240,true,22,8,#a862c3
5fc23bbe9b4fbb2f9077176c,241,true,23,8,#a862c3
5fc23bc39b4fbb2f9077176d,242,true,23,7,#a862c3
5fc23bc99b4fbb2f9077176e,243,true,23,6,#a862c3
5fc23be69b4fbb2f9077176f,244,true,23,9,#a862c3
5fc23bec9b4fbb2f90771770,245,true,23,10,#a862c3
5fc23bf29b4fbb2f90771771,246,true,23,11,#a862c3
5fc23bfb9b4fbb2f90771772,247,true,24,12,#a862c3
5fc23c019b4fbb2f90771773,248,true,25,12,#a862c3
5fc23c0d9b4fbb2f90771774,249,true,24,13,#a862c3
5fc23c159b4fbb2f90771775,250,true,24,14,#a862c3
5fc23c219b4fbb2f90771776,251,true,25,13,#a862c3
5fc23c279b4fbb2f90771777,252,true,26,13,#a862c3
5fc23c2e9b4fbb2f90771778,253,true,27,13,#a862c3
5fc23c3d9b4fbb2f90771779,254,true,25,12,#a862c3
5fc23c449b4fbb2f9077177a,255,true,26,12,#a862c3
5fc23c4c9b4fbb2f9077177b,256,true,26,11,#a862c3
5fc23c529b4fbb2f9077177c,257,true,26,10,#a862c3
5fc23c589b4fbb2f9077177d,258,true,27,10,#a862c3
5fc23c639b4fbb2f9077177e,259,true,27,11,#a862c3
5fc23c6f9b4fbb2f9077177f,260,true,26,9,#a862c3
5fc23c759b4fbb2f90771780,261,true,26,8,#a862c3
5fc23c7b9b4fbb2f90771781,262,true,26,7,#a862c3
5fc23ca69b4fbb2f90771782,263,true,25,11,#f6e0ff
5fc23cac9b4fbb2f90771783,264,true,25,12,#f6e0ff
5fc23cd69b4fbb2f90771784,265,true,22,3,#f6e0ff
5fc23cdd9b4fbb2f90771785,266,true,24,3,#f6e0ff
5fc23ce39b4fbb2f90771786,267,true,25,3,#f6e0ff
5fc23ce99b4fbb2f90771787,268,true,26,3,#f6e0ff
5fc23cef9b4fbb2f90771788,269,true,27,3,#f6e0ff
5fc23cf59b4fbb2f90771789,270,true,28,3,#f6e0ff
5fc23cfd9b4fbb2f9077178a,271,true,29,3,#f6e0ff
5fc23d089b4fbb2f9077178b,272,true,30,3,#f6e0ff
5fc23d0e9b4fbb2f9077178c,273,true,31,3,#f6e0ff
5fc23d149b4fbb2f9077178d,274,true,32,3,#f6e0ff
5fc23d369b4fbb2f9077178e,275,true,33,3,#a862c3
5fc23d3d9b4fbb2f9077178f,276,true,35,3,#a862c3
5fc23d439b4fbb2f90771790,277,true,35,4,#a862c3
5fc23d499b4fbb2f90771791,278,true,35,5,#a862c3
5fc23d4f9b4fbb2f90771792,279,true,33,5,#a862c3
5fc23d559b4fbb2f90771793,280,true,33,4,#a862c3
5fc23daa9b4fbb2f90771794,281,true,34,4,#f3b19b
5fc23db49b4fbb2f90771795,282,true,34,5,#f3b19b
5fc23ddc9b4fbb2f90771796,283,true,34,3,#ffcdbd
5fc23e139b4fbb2f90771797,284,true,36,3,#f2d1ff
5fc23e1a9b4fbb2f90771798,285,true,37,3,#f2d1ff
5fc23e229b4fbb2f90771799,286,true,37,3,#f5dbff
5fc23e349b4fbb2f9077179a,287,true,39,3,#f5dbff
5fc23e3b9b4fbb2f9077179b,288,true,40,3,#f5dbff
5fc23e419b4fbb2f9077179c,289,true,41,3,#f5dbff
5fc23e479b4fbb2f9077179d,290,true,42,3,#f5dbff
5fc23e4c9b4fbb2f9077179e,291,true,43,3,#f5dbff
5fc23e529b4fbb2f9077179f,292,true,44,3,#f5dbff
5fc23e5a9b4fbb2f907717a0,293,true,45,5,#f5dbff
5fc23e789b4fbb2f907717a1,294,true,44,4,#f5dbff
5fc23e7f9b4fbb2f907717a2,295,true,43,4,#f5dbff
5fc23e859b4fbb2f907717a3,296,true,42,4,#f5dbff
5fc23e8b9b4fbb2f907717a4,297,true,41,4,#f5dbff
5fc23e919b4fbb2f907717a5,298,true,40,4,#f5dbff
5fc23e9c9b4fbb2f907717a6,299,true,36,4,#f5dbff
5fc23ea59b4fbb2f907717a7,300,true,32,4,#f5dbff
5fc23eb09b4fbb2f907717a8,301,true,25,4,#f5dbff
5fc23eb69b4fbb2f907717a9,302,true,24,4,#f5dbff
5fc23ece9b4fbb2f907717aa,303,true,6,7,#f5dbff
5fc23ed49b4fbb2f907717ab,304,true,5,7,#f5dbff
5fc23eef9b4fbb2f907717ac,305,true,4,8,#a862c3
5fc2441e9b4fbb2f907717ad,306,true,100,0,#25f906
5fc2444c9b4fbb2f907717ae,307,true,0,100,#25f906
5fc244599b4fbb2f907717af,308,true,0,100,#25f906
5fc2446a9b4fbb2f907717b0,309,true,0,80,#25f906
5fc244759b4fbb2f907717b1,310,true,0,81,#25f906
5fc2447d9b4fbb2f907717b2,311,true,0,82,#25f906
5fc244859b4fbb2f907717b3,312,true,0,83,#25f906
5fc2448b9b4fbb2f907717b4,313,true,1,83,#25f906
5fc244929b4fbb2f907717b5,314,true,1,80,#25f906
5fc244999b4fbb2f907717b6,315,true,3,80,#25f906
5fc2449f9b4fbb2f907717b7,316,true,3,81,#25f906
5fc244a69b4fbb2f907717b8,317,true,3,82,#25f906
5fc244ae9b4fbb2f907717b9,318,true,3,83,#25f906
5fc244b69b4fbb2f907717ba,319,true,4,83,#25f906
5fc244bc9b4fbb2f907717bb,320,true,4,80,#25f906
5fc244c49b4fbb2f907717bc,321,true,5,80,#25f906
5fc244ca9b4fbb2f907717bd,322,true,5,81,#25f906
5fc244d19b4fbb2f907717be,323,true,5,82,#25f906
5fc244d79b4fbb2f907717bf,324,true,5,83,#25f906
5fc244e09b4fbb2f907717c0,325,true,7,83,#25f906
5fc244e69b4fbb2f907717c1,326,true,7,82,#25f906
5fc244ed9b4fbb2f907717c2,327,true,7,81,#25f906
5fc244f69b4fbb2f907717c3,328,true,7,80,#25f906
5fc244ff9b4fbb2f907717c4,329,true,8,83,#25f906
5fc245119b4fbb2f907717c5,330,true,10,80,#25f906
5fc245179b4fbb2f907717c6,331,true,11,80,#25f906
5fc2451d9b4fbb2f907717c7,332,true,12,80,#25f906
5fc245249b4fbb2f907717c8,333,true,11,81,#25f906
5fc2452a9b4fbb2f907717c9,334,true,11,82,#25f906
5fc245319b4fbb2f907717ca,335,true,11,83,#25f906
5fc25d469b4fbb2f907717cb,336,true,5,60,#ffffff
5fc25d4f9b4fbb2f907717cc,337,true,5,60,#ffffff
5fc25d599b4fbb2f907717cd,338,true,5,60,#1021ef
5fc25d929b4fbb2f907717ce,339,true,4,80,#e66465
5fc25d9b9b4fbb2f907717cf,340,true,4,80,#ffffff
5fc25da09b4fbb2f907717d0,341,true,5,80,#ffffff
5fc25da69b4fbb2f907717d1,342,true,3,80,#ffffff
5fc25dbb9b4fbb2f907717d2,343,true,5,60,#ffffff
